"Indicativo","NOMBRE","PROVINCIA","MUNICIPIO","ALTITUD","LONGITUD","LATITUD","DATUM","enero","febrero","marzo","abril","mayo","junio","julio","agosto","septiembre","octubre","noviembre","diciembre","anual","Archivo_Origen"
"76","BARCELONA/AEROPUERTO","BARCELONA","EL PRAT DE LLOBREGAT",4,204121,411734,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8019","ALICANTE-ELCHE/AEROPUERTO","ALICANTE","ELCHE/ELX",43,34152,381658,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8025","ALICANTE","ALICANTE","ALICANTE/ALACANT",81,29392,382221,"ETRS89","550","695","917","788","1220","1146","1333","1476","1245","1060","517","901","11848","EVAP_2020.csv"
"8096","CUENCA","CUENCA","CUENCA",948,207552,400402,"ETRS89",NA,"639","827","558","1148",NA,NA,NA,NA,"929","632","412",NA,"EVAP_2020.csv"
"8175","ALBACETE/LOS LLANOS","ALBACETE","ALBACETE",702,151232,385715,"ETRS89",NA,"772","1009","1016","1741","3043","3417","3490","2014","1448","609","564",NA,"EVAP_2020.csv"
"8178D","ALBACETE,OBS.","ALBACETE","ALBACETE",676,151442,390020,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8368U","TERUEL","TERUEL","TERUEL",900,107272,402102,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1176",NA,NA,NA,"EVAP_2020.csv"
"8414A","VALENCIA/AEROPUERTO","VALENCIA","MANISES",56,28292,392906,"ETRS89","535","722","889","788","1319","1340","1433","1582","1367","1249","487","930","12641","EVAP_2020.csv"
"8416","VALENCIA","VALENCIA","VALÈNCIA",11,21592,392850,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8500A","CASTELLÓN-ALMASSORA","CASTELLON","ALMASSORA",43,4192,395726,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9091O","FORONDA-TXOKIZA","ARABA/ALAVA","VITORIA-GASTEIZ",513,244062,425255,"ETRS89","394","591","814","999","1146","998","1450","1495","1275","703","564","437","10866","EVAP_2020.csv"
"9170","LOGROÑO/AGONCILLO","LA RIOJA","AGONCILLO",353,219522,422708,"ETRS89","717","1148","1483",NA,NA,NA,NA,"2536","2378","1560",NA,"988",NA,"EVAP_2020.csv"
"9262","PAMPLONA OBSERVATORIO","NAVARRA","PAMPLONA/IRUÑA",450,138182,424904,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9263D","PAMPLONA/NOAIN","NAVARRA","GALAR",459,139002,424637,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9381I","CALAMOCHA","TERUEL","CALAMOCHA",890,117362,405534,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9390","DAROCA I","ZARAGOZA","DAROCA",779,124362,410652,"ETRS89","198","849","820","784","1320","1473","2347",NA,"1595","1126",NA,"443",NA,"EVAP_2020.csv"
"9434","ZARAGOZA/AEROPUERTO","ZARAGOZA","ZARAGOZA",249,100152,413938,"ETRS89","680","1251",NA,NA,NA,"3056",NA,NA,NA,"1982","825","1137",NA,"EVAP_2020.csv"
"9771C","LLEIDA","LLEIDA","LLEIDA",185,35531,413734,"ETRS89",NA,"512","969","774","1149","1236","1715","1669","1092","1360","529","588",NA,"EVAP_2020.csv"
"9898","HUESCA/PIRINEOS","HUESCA","ALCALÁ DEL OBISPO",546,19322,420504,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9981A","TORTOSA","TARRAGONA","ROQUETES",50,29361,404913,"ETRS89","474","886","1027","716","1241","1287","2069","2051","1707","1444","512","942","14356","EVAP_2020.csv"
"B228","PALMA-PUERTO","BALEARES","PALMA",3,237311,393319,"ETRS89",NA,NA,NA,NA,NA,"1508","1956","1547",NA,"1202","809","1038",NA,"EVAP_2020.csv"
"B278","PALMA DE MALLORCA/SON SAN JUAN","BALEARES","PALMA",8,244121,393339,"ETRS89","611","719",NA,NA,"1801","1641","2366","1612",NA,NA,"755","809",NA,"EVAP_2020.csv"
"B893","MENORCA/AEROPUERTO","BALEARES","MAÓ-MAHÓN",91,412561,395117,"ETRS89","604","714",NA,NA,"1376","1453","1996","1739","1709",NA,"847","1102",NA,"EVAP_2020.csv"
"B954","IBIZA/ES CODOLÁ","BALEARES","SANT JOSEP DE SA TALAIA",6,123041,385235,"ETRS89","647",NA,"1075","784",NA,NA,"1781",NA,"1383","1314","796","1135",NA,"EVAP_2020.csv"
"C029O","LANZAROTE/AEROPUERTO","LAS PALMAS","SAN BARTOLOMÉ",14,1336012,285707,"REGCAN95","2584","2756","2691","2585","2773",NA,NA,"3453","2821","2676","2020","1883",NA,"EVAP_2020.csv"
"C139E","LA PALMA/AEROPUERTO","SANTA CRUZ DE TENERIFE","BREÑA BAJA",33,1745182,283759,"REGCAN95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C249I","FUERTEVENTURA/AEROPUERTO","LAS PALMAS","PUERTO DEL ROSARIO",25,1351472,282641,"REGCAN95","1767","1596","1867","1629","1809","1907","2106","2548","2004","1667","1564","1741","22205","EVAP_2020.csv"
"C429I","TENERIFE/SUR","SANTA CRUZ DE TENERIFE","GRANADILLA DE ABONA",64,1633402,280249,"REGCAN95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C430E","IZAÑA","SANTA CRUZ DE TENERIFE","LA OROTAVA",2371,1629582,281832,"REGCAN95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C447A","TENERIFE/LOS RODEOS","SANTA CRUZ DE TENERIFE","SAN CRISTÓBAL DE LA LAGUNA",632,1619462,282839,"REGCAN95","1073","1536","1076",NA,NA,NA,"1360","1813","1585",NA,"1243","462",NA,"EVAP_2020.csv"
"C449C","STA.CRUZ DE TENERIFE","SANTA CRUZ DE TENERIFE","SANTA CRUZ DE TENERIFE",35,1615192,282748,"REGCAN95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C649I","GRAN CANARIA/AEROPUERTO","LAS PALMAS","INGENIO",32,1523432,275504,"REGCAN95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C929I","HIERRO/AEROPUERTO","SANTA CRUZ DE TENERIFE","VALVERDE",32,1753202,274908,"REGCAN95","588","636","537","689","805","661","738","856","643","831",NA,"952",NA,"EVAP_2020.csv"
"0016A","REUS/AEROPUERTO","TARRAGONA","REUS",71,109491,410842,"ETRS89","23362","35005",NA,"54046",NA,NA,NA,"65780",NA,NA,"24866","22376",NA,"GLO_2020.csv"
"0076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56090","76159","77177",NA,NA,NA,NA,NA,NA,NA,"GLO_2020.csv"
"0200E","BARCELONA (FABRA)","BARCELONA","BARCELONA",408,207271,412506,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0367",NA,NA,NA,NA,NA,NA,NA,"22296","30933",NA,NA,"69203","66445",NA,"64204",NA,NA,NA,NA,NA,"GLO_2020.csv"
"1014","HONDARRIBIA-MALKARROA","GIPUZKOA","HONDARRIBIA",4,147322,432125,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024E","SAN SEBASTIÁN,IGUELDO","GIPUZKOA","DONOSTIA/SAN SEBASTIÁN",251,202282,431823,"ETRS89","17285","23881","33761","41703","60848","55348","64225","51516","44533","22439","19277",NA,NA,"GLO_2020.csv"
"1082","BILBAO/AEROPUERTO","BIZKAIA","LOIU",42,254232,431753,"ETRS89","16919","24161",NA,"44875","64034","58586","61459","52402","44232","24041","20769","11620",NA,"GLO_2020.csv"
"1109","SANTANDER/PARAYAS","CANTABRIA","CAMARGO",3,349322,432526,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111","SANTANDER I,CMT","CANTABRIA","SANTANDER",52,348022,432928,"ETRS89","19880","26673",NA,"48640","69267","61516","71065",NA,NA,"28067","23925","12322",NA,"GLO_2020.csv"
"1208H","GIJÓN, MUSEL","ASTURIAS","GIJÓN",5,542032,433336,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212E","ASTURIAS/AVILÉS","ASTURIAS","CASTRILLÓN",127,602392,433401,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249I","OVIEDO","ASTURIAS","OVIEDO",336,552272,432112,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1387","A CORUÑA","A CORUÑA","A CORUÑA",58,825172,432157,"ETRS89","17273","25565","39355","40907","68939","62581",NA,"58168","50788",NA,"20758","12514",NA,"GLO_2020.csv"
"1387E","A CORUÑA/ALVEDRO","A CORUÑA","CULLEREDO",98,822192,431825,"ETRS89",NA,NA,NA,"35024",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLO_2020.csv"
"1428","SANTIAGO DE COMPOSTELA/LABACOLLA","A CORUÑA","O PINO",370,824382,425317,"ETRS89",NA,"24310",NA,"35558",NA,"60037","69595","52702","45384",NA,"18125","9024",NA,"GLO_2020.csv"
"1484C","PONTEVEDRA","PONTEVEDRA","PONTEVEDRA",108,836572,422618,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495","VIGO/PEINADOR","PONTEVEDRA","REDONDELA",261,837262,421419,"ETRS89","11077","20181",NA,"35294",NA,NA,NA,"57446","44236","22776","18514",NA,NA,"GLO_2020.csv"
"1505","LUGO/ROZAS","LUGO","CASTRO DE REI",445,727272,430641,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1549","PONFERRADA","LEON","PONFERRADA",534,636002,423350,"ETRS89",NA,NA,NA,NA,NA,NA,NA,"68162",NA,NA,NA,"12583",NA,"GLO_2020.csv"
"1690A","OURENSE","OURENSE","OURENSE",143,751352,421931,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2030","SORIA","SORIA","SORIA",1082,228592,414630,"ETRS89","21584","33445","42967","42513","73881",NA,"84809","74413","54807","37483","24117","16748",NA,"GLO_2020.csv"
"2331","BURGOS/VILLAFRÍA","BURGOS","BURGOS",891,337132,422125,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2422","VALLADOLID","VALLADOLID","VALLADOLID",735,445162,413827,"ETRS89","15998","31713","47462","49154","76982","77980","87867",NA,"57026","37912","21982","17016",NA,"GLO_2020.csv"
"2444","ÁVILA","AVILA","ÁVILA",1130,440482,403933,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2462","NAVACERRADA,PUERTO","MADRID","CERCEDILLA",1894,400382,404735,"ETRS89","21605","34578",NA,NA,"68205","72848","88943","77132","51314","33331","21988","13255",NA,"GLO_2020.csv"
"2465","SEGOVIA","SEGOVIA","SEGOVIA",1005,407352,405643,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2539","VALLADOLID/VILLANUBLA","VALLADOLID","VILLANUBLA",846,451202,414243,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2614","ZAMORA","ZAMORA","ZAMORA",656,544072,413056,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2661","LEÓN/VIRGEN DEL CAMINO","LEON","VALVERDE DE LA VIRGEN",912,539042,423518,"ETRS89","17525","32575",NA,"48485","72240",NA,NA,"69968","54560","38086","19603",NA,NA,"GLO_2020.csv"
"2867","SALAMANCA/MATACAN","SALAMANCA","CALVARRASA DE ABAJO",790,529542,405734,"ETRS89","19342","32827","42503",NA,"76005","80541","90630","75953","57479","40153","21608","17902",NA,"GLO_2020.csv"
"2870","SALAMANCA,OBS.","SALAMANCA","SALAMANCA",775,539442,405727,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3013","MOLINA DE ARAGÓN","GUADALAJARA","MOLINA DE ARAGÓN",1062,152442,405030,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3129","MADRID/BARAJAS","MADRID","MADRID",609,333202,402800,"ETRS89",NA,NA,NA,NA,"79913",NA,NA,"79245",NA,NA,NA,NA,NA,"GLO_2020.csv"
"3175","MADRID/TORREJÓN","MADRID","TORREJÓN DE ARDOZ",607,326372,402919,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3191E","COLMENAR VIEJO/FAMET","MADRID","COLMENAR VIEJO",1004,345542,404146,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3195","MADRID,RETIRO","MADRID","MADRID",667,340412,402443,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3196","MADRID/CUATRO VIENTOS","MADRID","MADRID",690,347102,402232,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3200","MADRID/GETAFE","MADRID","GETAFE",620,343202,401758,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3260B","TOLEDO","TOLEDO","TOLEDO",515,402432,395305,"ETRS89","20936","30805",NA,"50723","71968",NA,NA,"74711","56660","43613","21361",NA,NA,"GLO_2020.csv"
"3469A","CÁCERES","CACERES","CÁCERES",394,620202,392817,"ETRS89","24726","35553","48760","53227","77303","87809","90458","82452","58916","43720","23238","20406","646568","GLO_2020.csv"
"367","GIRONA/COSTA BRAVA","GIRONA","VILOBÍ D'ONYAR",143,245481,415442,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4121","CIUDAD REAL","CIUDAD REAL","CIUDAD REAL",628,355132,385921,"ETRS89","22206","32574","45929","51082","75050","85735",NA,NA,NA,"42426","23806","21152",NA,"GLO_2020.csv"
"4452","BADAJOZ/TALAVERA LA REAL","BADAJOZ","BADAJOZ",185,648502,385300,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4642E","HUELVA, RONDA ESTE","HUELVA","HUELVA",19,654422,371642,"ETRS89","26197","40631","49275","53840","80075","86631","88001","82080","59842","48077",NA,NA,NA,"GLO_2020.csv"
"5000C","CEUTA","CEUTA","CEUTA",87,520492,355319,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5270B","JAÉN","JAEN","JAÉN",580,348322,374639,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5402","CÓRDOBA/AEROPUERTO","CORDOBA","CÓRDOBA",90,450482,375056,"ETRS89","25998","38520","47771",NA,"76370","87471",NA,"78532","55672",NA,"27122","22731",NA,"GLO_2020.csv"
"5514","GRANADA/BASE AÉREA","GRANADA","ALHENDÍN",687,337532,370814,"ETRS89","31558","43969","48259",NA,"78266","86751","86937","81329","58965",NA,"32271","23864",NA,"GLO_2020.csv"
"5530E","GRANADA/AEROPUERTO","GRANADA","CHAUCHINA",567,347222,371123,"ETRS89",NA,NA,NA,"55642","79709",NA,NA,NA,NA,NA,NA,NA,NA,"GLO_2020.csv"
"5783","SEVILLA/SAN PABLO","SEVILLA","SEVILLA",34,552452,372500,"ETRS89","26406","39780",NA,"51501","76887","60037",NA,"78216","53395","45113","26513","22461",NA,"GLO_2020.csv"
"5796","MORÓN DE LA FRONTERA","SEVILLA","ARAHAL",87,536412,370952,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5910","ROTA B.N.OBSERVATORIO'","CADIZ","ROTA",21,619572,363820,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5960","JEREZ DE LA FRONTERA/AEROPUERTO","CADIZ","JEREZ DE LA FRONTERA",27,603212,364502,"ETRS89",NA,NA,NA,"52562",NA,"81750","82526","75208",NA,"45284",NA,NA,NA,"GLO_2020.csv"
"5973","CÁDIZ,OBS.","CADIZ","CÁDIZ",2,615282,362959,"ETRS89","31427","43118","52706","61166","80798","87386",NA,"81001","60554","49911","31661","27156",NA,"GLO_2020.csv"
"6000A","MELILLA","MELILLA","MELILLA",52,257232,351635,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6001","TARIFA","CADIZ","TARIFA",32,535562,360050,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6155A","MÁLAGA/AEROPUERTO","MALAGA","MÁLAGA",5,428562,363958,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6325O","ALMERÍA/AEROPUERTO","ALMERIA","ALMERÍA",21,221252,365047,"ETRS89","31524","41867","49332","59439","83532","88144","86952","77548","58614","49450","33631","31552","691585","GLO_2020.csv"
"7031","MURCIA/SAN JAVIER","MURCIA","SAN JAVIER",4,48122,374720,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7178I","MURCIA","MURCIA","MURCIA",61,110152,380007,"ETRS89","28865",NA,"44634","55291","80222",NA,"87252",NA,NA,NA,"31748","28389",NA,"GLO_2020.csv"
"7228","MURCIA/ALCANTARILLA","MURCIA","MURCIA",75,113432,375728,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","BARCELONA/AEROPUERTO","BARCELONA","EL PRAT DE LLOBREGAT",4,204121,411734,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8019","ALICANTE-ELCHE/AEROPUERTO","ALICANTE","ELCHE/ELX",43,34152,381658,"ETRS89",NA,NA,NA,"58118","78796","78440","85384","74676","58721","46240","29061",NA,NA,"GLO_2020.csv"
"8025","ALICANTE","ALICANTE","ALICANTE/ALACANT",81,29392,382221,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8096","CUENCA","CUENCA","CUENCA",948,207552,400402,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8175","ALBACETE/LOS LLANOS","ALBACETE","ALBACETE",702,151232,385715,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8178D","ALBACETE,OBS.","ALBACETE","ALBACETE",676,151442,390020,"ETRS89","26203","37735","42361","57554","75812","85348","87248","80579","58582","47662","29336","26008","654428","GLO_2020.csv"
"8368U","TERUEL","TERUEL","TERUEL",900,107272,402102,"ETRS89","23471","37761",NA,"50997","71058","76743",NA,"72996","55502","42637","24712",NA,NA,"GLO_2020.csv"
"8414A","VALENCIA/AEROPUERTO","VALENCIA","MANISES",56,28292,392906,"ETRS89","24336","37536","39589","54000","75832","80562","79155",NA,"54640","44137","24891","26562",NA,"GLO_2020.csv"
"8416","VALENCIA","VALENCIA","VALÈNCIA",11,21592,392850,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8500A","CASTELLÓN-ALMASSORA","CASTELLON","ALMASSORA",43,4192,395726,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9091O","FORONDA-TXOKIZA","ARABA/ALAVA","VITORIA-GASTEIZ",513,244062,425255,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9170","LOGROÑO/AGONCILLO","LA RIOJA","AGONCILLO",353,219522,422708,"ETRS89","17510","29754","42936","44857",NA,NA,"82581","66021","53170","32811","18813","15024",NA,"GLO_2020.csv"
"9262","PAMPLONA OBSERVATORIO","NAVARRA","PAMPLONA/IRUÑA",450,138182,424904,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9263D","PAMPLONA/NOAIN","NAVARRA","GALAR",459,139002,424637,"ETRS89",NA,"26873",NA,NA,NA,"61042",NA,"65033","48193","26435","18642","12993",NA,"GLO_2020.csv"
"9381I","CALAMOCHA","TERUEL","CALAMOCHA",890,117362,405534,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9390","DAROCA I","ZARAGOZA","DAROCA",779,124362,410652,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9434","ZARAGOZA/AEROPUERTO","ZARAGOZA","ZARAGOZA",249,100152,413938,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9771C","LLEIDA","LLEIDA","LLEIDA",185,35531,413734,"ETRS89","13736","34809","45324","53357","74301","78927","85109","72619",NA,"41207","19853","18747",NA,"GLO_2020.csv"
"9898","HUESCA/PIRINEOS","HUESCA","ALCALÁ DEL OBISPO",546,19322,420504,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9981A","TORTOSA","TARRAGONA","ROQUETES",50,29361,404913,"ETRS89","23559","35256","39355","47301","71581","71322","82025","71149","53722","41181","24708","22144","583303","GLO_2020.csv"
"B228","PALMA-PUERTO","BALEARES","PALMA",3,237311,393319,"ETRS89","24495","35898","46111","58935","80613","83032","83106","73213","56003","43092","27674","23223","635395","GLO_2020.csv"
"B278","PALMA DE MALLORCA/SON SAN JUAN","BALEARES","PALMA",8,244121,393339,"ETRS89",NA,NA,NA,NA,"76734",NA,NA,NA,NA,NA,NA,NA,NA,"GLO_2020.csv"
"B893","MENORCA/AEROPUERTO","BALEARES","MAÓ-MAHÓN",91,412561,395117,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B954","IBIZA/ES CODOLÁ","BALEARES","SANT JOSEP DE SA TALAIA",6,123041,385235,"ETRS89","24879","37885",NA,"59166","81622","76585","81964","71083","51572","45478","27689","23893",NA,"GLO_2020.csv"
"C029O","LANZAROTE/AEROPUERTO","LAS PALMAS","SAN BARTOLOMÉ",14,1336012,285707,"REGCAN95","42626","50250",NA,"68822","84919","80906","79256","73372","63567","52511",NA,"35604",NA,"GLO_2020.csv"
"C139E","LA PALMA/AEROPUERTO","SANTA CRUZ DE TENERIFE","BREÑA BAJA",33,1745182,283759,"REGCAN95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C249I","FUERTEVENTURA/AEROPUERTO","LAS PALMAS","PUERTO DEL ROSARIO",25,1351472,282641,"REGCAN95","44634","49941",NA,"71732","87515","83875","87798","81792","63365","55806","38388","36459",NA,"GLO_2020.csv"
"C429I","TENERIFE/SUR","SANTA CRUZ DE TENERIFE","GRANADILLA DE ABONA",64,1633402,280249,"REGCAN95","49245","54391",NA,"66957","83600","84193","85825","84614","60326","54362","40907","38569",NA,"GLO_2020.csv"
"C430E","IZAÑA","SANTA CRUZ DE TENERIFE","LA OROTAVA",2371,1629582,281832,"REGCAN95","52317","59523",NA,"81844","100975","94818","96879","93280","71794",NA,NA,NA,NA,"GLO_2020.csv"
"C447A","TENERIFE/LOS RODEOS","SANTA CRUZ DE TENERIFE","SAN CRISTÓBAL DE LA LAGUNA",632,1619462,282839,"REGCAN95","41751","52688",NA,"67775","81065",NA,"81719",NA,"59138",NA,NA,"33782",NA,"GLO_2020.csv"
"C449C","STA.CRUZ DE TENERIFE","SANTA CRUZ DE TENERIFE","SANTA CRUZ DE TENERIFE",35,1615192,282748,"REGCAN95","41023","49011","56971","70018","80829","76194","87457","81929","61394",NA,"38895","37142",NA,"GLO_2020.csv"
"C649I","GRAN CANARIA/AEROPUERTO","LAS PALMAS","INGENIO",32,1523432,275504,"REGCAN95","44300","50830",NA,"71728",NA,"75685","81444","79874","63296",NA,NA,"37981",NA,"GLO_2020.csv"
"C929I","HIERRO/AEROPUERTO","SANTA CRUZ DE TENERIFE","VALVERDE",32,1753202,274908,"REGCAN95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0016A","REUS/AEROPUERTO","TARRAGONA","REUS",71,109491,410842,"ETRS89","74","70","66","70","62","61","51","56","60","60","78","66","65","HR_2020.csv"
"0076",NA,NA,NA,NA,NA,NA,NA,"73","76","70",NA,"68","69",NA,"67","68","67",NA,"68",NA,"HR_2020.csv"
"0200E","BARCELONA (FABRA)","BARCELONA","BARCELONA",408,207271,412506,"ETRS89","69","72","70","74","67","72","62","65","64","65",NA,"68",NA,"HR_2020.csv"
"0367",NA,NA,NA,NA,NA,NA,NA,"80","79","78","78","65",NA,NA,"64",NA,NA,"81","76",NA,"HR_2020.csv"
"1014","HONDARRIBIA-MALKARROA","GIPUZKOA","HONDARRIBIA",4,147322,432125,"ETRS89","72","74","75","71","71","74","71","71","72","75","74","76","73","HR_2020.csv"
"1024E","SAN SEBASTIÁN,IGUELDO","GIPUZKOA","DONOSTIA/SAN SEBASTIÁN",251,202282,431823,"ETRS89","74","75","80","76","80","85","82","81","77",NA,"69","76",NA,"HR_2020.csv"
"1082","BILBAO/AEROPUERTO","BIZKAIA","LOIU",42,254232,431753,"ETRS89",NA,"71","75","73","70","75","72","72","69",NA,NA,"74",NA,"HR_2020.csv"
"1109","SANTANDER/PARAYAS","CANTABRIA","CAMARGO",3,349322,432526,"ETRS89",NA,"75",NA,NA,"74",NA,"73","72","72","72",NA,"74",NA,"HR_2020.csv"
"1111","SANTANDER I,CMT","CANTABRIA","SANTANDER",52,348022,432928,"ETRS89","72","79","81","80","82","81",NA,"78","78","76","78","76",NA,"HR_2020.csv"
"1208H","GIJÓN, MUSEL","ASTURIAS","GIJÓN",5,542032,433336,"ETRS89","72","73","73","78","76","75","74","74","76","74",NA,"77",NA,"HR_2020.csv"
"1212E","ASTURIAS/AVILÉS","ASTURIAS","CASTRILLÓN",127,602392,433401,"ETRS89","75","73",NA,"83","81","85","86","84","87","81",NA,NA,NA,"HR_2020.csv"
"1249I","OVIEDO","ASTURIAS","OVIEDO",336,552272,432112,"ETRS89","74","70","75","78","73","79","78","77","79","76","78","79","76","HR_2020.csv"
"1387","A CORUÑA","A CORUÑA","A CORUÑA",58,825172,432157,"ETRS89","78","76","76","80","73","78","78","80","76","77","77","78","77","HR_2020.csv"
"1387E","A CORUÑA/ALVEDRO","A CORUÑA","CULLEREDO",98,822192,431825,"ETRS89","79","77","75","79",NA,"76","72","78","76","79","80","81",NA,"HR_2020.csv"
"1428","SANTIAGO DE COMPOSTELA/LABACOLLA","A CORUÑA","O PINO",370,824382,425317,"ETRS89","88","86","80",NA,"73","80","66","78","74","88","84","90",NA,"HR_2020.csv"
"1484C","PONTEVEDRA","PONTEVEDRA","PONTEVEDRA",108,836572,422618,"ETRS89","80","80","73","80","71","74","60",NA,"68","83","79","88",NA,"HR_2020.csv"
"1495","VIGO/PEINADOR","PONTEVEDRA","REDONDELA",261,837262,421419,"ETRS89",NA,"86","81",NA,NA,"80",NA,NA,"73","85","82","89",NA,"HR_2020.csv"
